REDAME_file,Heading,Contents,Codes with >= 2 votes
https://github.com/melodysu83/AutoCircle_generater,# AutoCircle_generater, This software is a ROS node that generates RAVEN motion commands for it to follow a predefined circle trajectory. The circle RADIUS and orbitting speed are tunable. There are 2 ROS nodes in this folder: talkerAutoCircle and listenerAutoCircle.,1
https://github.com/melodysu83/AutoCircle_generater,## ROS topics :,"  The two ROS nodes talkerAutoCircle and listenerAutoCircle exchange information through ROS topics. Below are the two ROS topics that this software use in order to communicate with the main RAVEN software. This is the link to the .msg files. 
raven_state.msg : This topic stores current RAVEN position and orientation values.
raven_automove.msg : This topic stores the motion command for RAVEN to move accordingly.
",1
https://github.com/melodysu83/AutoCircle_generater,## ROS nodes :,"  
talkerAutoCircle : This ROS node is the command generator. It subscribes to raven_state.msg ROS topic to get current RAVEN status, then computes corresponding motion commands for the robot arm to follow circle trajectory. Finally, it publishes to raven_automove.msg ROS topic.
listenerAutoCircle : This ROS node is only for testing. It serves the same purpose as the main RAVEN software, and will be replaced during actual use. It communicates with the talkerAutoCircle by listening to the motion commands and sends out RAVEN position and orientation feedback after following the command. Thus, it subscribes to raven_automove.msg ROS topic, and updates RAVEN position and orientation accordingly, then publishes raven_state.msg ROS topic to show how the robot arm is currently posed.
",1
https://github.com/melodysu83/AutoCircle_generater,## Files :,"  This is the big picture of what files are in this AutoCircle_generater repository and what are each files are for. Note that only the ones specified as (original) are the original files created here, others are copied from the main RAVEN software and do NOT need to copy again to the main RAVEN software when combining. /msg folder: ----raven_automove.msg ----raven_state.msg /src folder: ----/raven_2 folder: --------raven_automove.h --------raven_state.h ----DS0.h ----DS1.h ----Raven_Controller.cpp --------------------- (original) ----Raven_Controller.h ----------------------- (original)This class controls the threads and workflow. ----Raven_PathPlanner.cpp -------------------- (original) ----Raven_PathPlanner.h ---------------------- (original)This class defines all the math and path planning. ----listener.cpp ----------------------------- (original)This will be replaced with main RAVEN software. ----talker.cpp ------------------------------- (original)This file is where main is. ----tools.h AutoCircle Generator flowchart.png ----------- (original)The ROS publish/subscribe flowchart for better understanding. CMakeLists.txt ------------------------------- (original)Should merge with CMakeLists.txt in main RAVEN software. README.md ------------------------------------ (original)This file! package.xml ---------------------------------- (original)The ROS package.xml file. The file talker.cpp is the heart of AutoCircle generater, it is where the main is. This file uses on methods defined in class Raven_Controller. Inside of class Raven_Contoller, there are two threads - ros_thread and console_thread, which takes charge of the ROS publishing/subscribing issues and user console inputs respectively. The class Raven_Contoller depends on class Raven_PathPlanner to compute and design circular trajectories. So, it is basically where all the math is! In the class Raven_Controller, there are two Raven_PathPlanner objects managing the motion of LEFT and RIGHT arm of RAVEN. (All these files belong to the talkerAutoCircle ROS node.)
And since we are NOT actually connected to the main RAVEN software yet, we have listener.cpp as the simplified version to simulate the main RAVEN software just so talker.cpp has someone to interact with. Thus, listener.cpp will be completely replaced when we actually combine it with the RAVEN code. (This file belongs to the listenerAutoCircle ROS node.)",6
https://github.com/melodysu83/AutoCircle_generater,## How To Use This Code:,"  This software design allows RAVEN to be controlled and follow predefined circular trajectory from any remote computer, so below is the instruction for hardware setup and terminal commands for it to work.
Computer A: The computer that downloads this AutoCircle_generater software and runsroscore from here.
Computer B: This is the computer that RAVEN main software runs on. (This should be already setup and ready to go.) 

Find out hostname and IP : On both computer A and computer B, open up a terminal, type in ""hostname"" to find out the hostname of that computer and type in ""ifconfig"" to find out the IP address. Note that it will be better and more stable connection-wise if both computers are connected to wired internet. Because wireless connections does not have static IP, and can cause floating IP problem which may cause us to lose connection midway through your control.
Up to this point, we should have: IP for computer A and B (denoted as IP_A and IP_B later on in the instruction),as well as the hostname for computer A and B  (denoted as hostname_A and hostname_B later on in the instruction).


Download AutoCircle_generater code : On computer A, type in ""git clone git://github.com/melodysu83/AutoCircle_generater.git"" to download this repository to the directory you desire. It should create a AutoCircle_generater folder under that directory. Note that this should be a directory under the your ROS workspace. Then go back to your ROS workspace directory, type in ""catkin_make_isolated --pkg AutoCircle_generater"", and this should build the software. Now this part of the software is done.


ssh : On computer A, open up another terminal and type in ""ssh -X hostname_A@IP_B"", it should allow you to control computer B from this terminal. Assume you already have RAVEN running on this computer, type in ""pwd"", and then ""roscd raven_2"". Note that this RAVEN code should be the RAVEN 10.16 release version in October 2016, because there is a pedal down/pedal up switch where you can control by pressing 'd' and 'u' keys respectively. And this feature is required for the AutoCircle_generater to work. If you don't have the version yet, you can download it from here, and use the indigo branch.


Up and running : On computer A, open up another terminal and run ""roscore"". Use ths terminal is step 3, type in ""sudo roslaunch raven_2 raven_2.launch"". Next, initialize RAVEN. After it is initialized, press 'd' and it holds the pedal down state for 5 seconds. If no commend is sent within the time range, it will automatically switch back to pedal up state. If you are constantantly sending commends, then RAVEN will be in pedal down state all the time until you press 'u' manually. But you can always re-press 'd' again if you need to. Within the 5 second, use the terminal in step 2, type in ""rosrun AutoCircle_genetater talkerAutoCircle"" under the main ROS workspace directory, and you sill need to press ""Enter"" to start. At this point, you should see RAVEN moving slowly in very small circles already if everything is good.

",3
https://github.com/melodysu83/AutoCircle_generater,## Trouble Shooting :,"  These are the problems that may occur to you. Basically if you are running AutoCircle_generater code, and still the pedal down state in RAVEN holds for 5 seconds then jumps back to pedal up, that means there is something wrong with the connection. Try doing the following to identify the problem . If you cannot even run the RAVEN code from terminal in step 2, then it is not even sensing the ""roscore"" on computer A. 

Internet Connection Issue : (If you cannot run RAVEN code) On the terminal in step 2, where you ssh to computer B, type in ""ping hostname_A"", and make sure it works well. If not, try ""ping IP_A"". If hostname_A fails but IP_A works, that means computer B does not know the name of computer A. Do it by typing in ""gedit /etc/hosts"" and add in hostname_A IP_A to the list of hosts. If even ""ping IP_A"" does not work, then there is some internet issue, try checking your internet connection and double check the IP address. Do the same process for computer A on any other terminal, only to change by typing ""ping hostname_B"" and ""ping IP_B"". If both sides are working good,


ROS_MASTER_URL : Make sure you set the ROS_MASTER_URL correctly. It should be the following: On regular terminal on computer A, type in ""gedit ~/.bashrc"", then set ROS_MASTER_URL = host_A (or IP_A), ROS_IP = host_A (or IP_A). On the terminal you ssh to computer B, type in ""gedit ~/.bashrc"", then set ROS_MASTER_URL = host_A (or IP_A), ROS_IP = host_B (or IP_B). This can be a tricky part, so be sure to set it correctly. This should ensure the ROS topic publishing and subscribing to be bidirectional.


rostopic monitoring : You can type in ""rostoppic echo topicname -c"" this on each side to monitor the publishing and subscribing condition and check if it's the problem of receiving ravenstate or sending raven_automove.

",3
https://github.com/melodysu83/AutoCircle_generater,## Selection Menu :,"  User can choose the circle speed, radius, direction(clockwise or counter-clockwise), base plane(Y-Z plane, X-Z plane, X-Y plane), center of the circle, as well as whether or not to display motion status on console.
Note that only the Y-Z base plane will generate horizontal circle motion, the other two are vertical. There are 60 levels of speed and 6 levels of radius. In horizontal circles (Y-Z base plane) under radius level 1 and 2, we can only increase the speed up to level 50, while larger radius (level 3 ~ 6) allows max speed to be level 60. In vertical circles (Y-Z and X-Z base plane), it requires more torque so we set max speed to be level 40 under all radius.",3
https://github.com/melodysu83/AutoCircle_generater,## Spec :,"  These are the constraints we set for our physical device - RAVEN surgical robot arm to function normally. These are mostly defined in PathPlanner.h file under /src folder. Be careful when tuning these values! 

publish rate : The raven_automove.msg is being sent at 1000 Hz.


feedback rate : The raven_state.msg is being sent at 100 Hz in listener.cpp. But in actual RAVEN software, raven_state.msg is updated at 1000 Hz.


DEL_POS_THRESHOLD : This is the motion translation threshold for RAVEN to move. It is set as 180 micro meter (=0.18 mm = 0.018 cm). That being said, the maximum speed that RAVEN will be moving is 1000 Hz * 0.018 cm = 18 (cm/sec).


DEL_ROT_THRESHOLD : This is the motion rotation threshold for RAVEN to move. It is set to be 0.25 degrees. That being said, the maximum rotational speed for RAVEN will be is 1000 Hz * 0.25 degrees = 250 (degrees/sec). This is currently unused because the circle trajectoy we have now does NOT include orientation motion.


RADIUS levels : There are ten levels of RADIUS to choose from. Level 1 ~ 6 corresponds to 3000 micro meter (=3 mm = 0.3cm) ~ 100000 micro meter (=18 mm = 1.8cm). Yet that is the desired radius. From our experiments, the relation between desired radius and actual radius are listed as follows:  actual radius = desired radius * 2/3 + 1.0


SPEED levels : There are sixty levels of SPEED to choose from, with each level increasing 0.3 cm/sec from the previous level. So level 1 ~ 60 corresponds to moving 0.3 cm/sec (= 3mm/sec = 0.003 mm per command) all the way up to 18 cm/sec (= 180mm/sec = 0.18 mm per command, which is exactly DEL_POS_THRESHOLD).

",3
https://github.com/melodysu83/AutoCircle_generater,## Relative links:,"  
uw-biorobotics/raven2 : This is the main RAVEN software that this AutoCircle generater software is going to connect to. And this code will replace the ROS node listenerAutoCircle that we temporarily have for now.
raven_absolute_controller : This is the extended work for RAVEN absolute position control done by Imperial College London. We were originally intended to implement the AutoCircle generater based on their work. But since we want it to be a ROS node instead of teleoperating and sending UDP packages to communicate, we eventually didn't apply their code.
",6
https://github.com/caomm/angularjs-springmvc-sample,# angularjs-springmvc-sample," An example application using AnguarJS/Bootstrap as frontend and Spring MVC as REST API producer.  ##Contribution I appreciate any contribution for this project, including suggestions, documentation improvements, reporting issues, forks and bugfixs,  etc. I have found there are some unrelated issues added, before you file an issue, please READ THE STEPS IN THIS README.md  carefully. 在你提交 ISSUE 前，请务必确认已经严格完成了本文中描述的操作步骤�?Thank the DevFactory team member @misgersameer for sending several PRs to improve the code quaulity according to the sonar rules. ##Requirements 

JDK 8
Oracle Java 8 is required, go to Oracle Java website to download it and install into your system.
Optionally, you can set JAVA_HOME environment variable and add <JDK installation dir>/bin in your PATH environment variable.


Apache Maven
Download the latest Apache Maven from http://maven.apache.org, and uncompress it into your local system.
Optionally, you can set M2_HOME environment varible, and also do not forget to append <Maven Installation dir>/bin your PATH environment variable.

",1
https://github.com/caomm/angularjs-springmvc-sample,##Contribution,"I appreciate any contribution for this project, including suggestions, documentation improvements, reporting issues, forks and bugfixs, etc. I have found there are some unrelated issues added, before you file an issue, please READ THE STEPS IN THIS README.md carefully.

�����ύ ISSUE ǰ�������ȷ���Ѿ��ϸ�����˱����������Ĳ������衣

Thank the DevFactory team member @misgersameer for sending several PRs to improve the code quaulity according to the sonar rules.",7
https://github.com/caomm/angularjs-springmvc-sample,##Requirements,"JDK 8

Oracle Java 8 is required, go to Oracle Java website to download it and install into your system.

Optionally, you can set JAVA_HOME environment variable and add <JDK installation dir>/bin in your PATH environment variable.

Apache Maven

Download the latest Apache Maven from http://maven.apache.org, and uncompress it into your local system.

Optionally, you can set M2_HOME environment varible, and also do not forget to append <Maven Installation dir>/bin your PATH environment variable.",3
https://github.com/caomm/angularjs-springmvc-sample,## Run this project,"  
Clone the codes.
 <pre>
git clone https://github.com/hantsy/angularjs-springmvc-sample
</pre>
 
And enter the root folder, run mvn tomcat7:run to start up an embedded tomcat7 to serve this application.
 <pre>
mvn tomcat7:run
</pre>
 
Go to http://localhost:8080/angularjs-springmvc-sample/ to test it. If you want to explore the REST API docs online, there is a Swagger UI configured for visualizing the REST APIs, just go to http://localhost:8080/angularjs-springmvc-sample/swagger-ui.html.
",3
https://github.com/caomm/angularjs-springmvc-sample,## Spring Boot,"  If you are interested in Spring Boot, I have moved the boot branch into a new project angularjs-springmvc-sample-boot.",6
https://github.com/manuelbrand/WeatherPage,# angular-seed �?the seed for AngularJS apps," This project is an application skeleton for a typical AngularJS web app.
You can use it to quickly bootstrap your angular webapp projects and dev environment for these
projects. The seed contains a sample AngularJS application and is preconfigured to install the Angular
framework and a bunch of development and testing tools for instant web development gratification. The seed app doesn't do much, just shows how to wire two controllers and views together.",12
https://github.com/manuelbrand/WeatherPage,## Getting Started,  To get you started you can simply clone the angular-seed repository and install the dependencies:,3
https://github.com/manuelbrand/WeatherPage,### Prerequisites,"  You need git to clone the angular-seed repository. You can get git from
http://git-scm.com/. We also use a number of node.js tools to initialize and test angular-seed. You must have node.js and
its package manager (npm) installed.  You can get them from http://nodejs.org/.",3
https://github.com/manuelbrand/WeatherPage,### Clone angular-seed,"  Clone the angular-seed repository using git: git clone https://github.com/angular/angular-seed.git
cd angular-seed
 If you just want to start a new project without the angular-seed commit history then you can do: git clone --depth=1 https://github.com/angular/angular-seed.git <your-project-name> The depth=1 tells git to only pull down one commit worth of historical data.",3
https://github.com/manuelbrand/WeatherPage,### Install Dependencies,"  We have two kinds of dependencies in this project: tools and angular framework code.  The tools help
us manage and test the application. 
We get the tools we depend upon via npm, the node package manager.
We get the angular code via bower, a client-side code package manager.
 We have preconfigured npm to automatically run bower so we can simply do: npm install
 Behind the scenes this will also call bower install.  You should find that you have two new
folders in your project. 
node_modules - contains the npm packages for the tools we need
app/bower_components - contains the angular framework files
 Note that the bower_components folder would normally be installed in the root folder but
angular-seed changes this location through the .bowerrc file.  Putting it in the app folder makes
it easier to serve the files by a webserver.",3
https://github.com/manuelbrand/WeatherPage,### Run the Application,"  We have preconfigured the project with a simple development web server.  The simplest way to start
this server is: npm start
 Now browse to the app at http://localhost:8000/index.html.",3
https://github.com/manuelbrand/WeatherPage,## Directory Layout,"  app/                    --> all of the source files for the application
  app.css               --> default stylesheet
  components/           --> all app specific modules
    version/              --> version related components
      version.js                 --> version module declaration and basic ""version"" value service
      version_test.js            --> ""version"" value service tests
      version-directive.js       --> custom directive that returns the current app version
      version-directive_test.js  --> version directive tests
      interpolate-filter.js      --> custom interpolation filter
      interpolate-filter_test.js --> interpolate filter tests
  view1/                --> the view1 view template and logic
    view1.html            --> the partial template
    view1.js              --> the controller logic
    view1_test.js         --> tests of the controller
  view2/                --> the view2 view template and logic
    view2.html            --> the partial template
    view2.js              --> the controller logic
    view2_test.js         --> tests of the controller
  app.js                --> main application module
  index.html            --> app layout file (the main html template file of the app)
  index-async.html      --> just like index.html, but loads js files asynchronously
karma.conf.js         --> config file for running unit tests with Karma
e2e-tests/            --> end-to-end tests
  protractor-conf.js    --> Protractor config file
  scenarios.js          --> end-to-end scenarios to be run by Protractor
",3
https://github.com/manuelbrand/WeatherPage,## Testing,  There are two kinds of tests in the angular-seed application: Unit tests and end-to-end tests.,3
https://github.com/manuelbrand/WeatherPage,### Running Unit Tests,"  The angular-seed app comes preconfigured with unit tests. These are written in
Jasmine, which we run with the Karma Test Runner. We provide a Karma
configuration file to run them. 
the configuration is found at karma.conf.js
the unit tests are found next to the code they are testing and are named as ..._test.js.
 The easiest way to run the unit tests is to use the supplied npm script: npm test
 This script will start the Karma test runner to execute the unit tests. Moreover, Karma will sit and
watch the source and test files for changes and then re-run the tests whenever any of them change.
This is the recommended strategy; if your unit tests are being run every time you save a file then
you receive instant feedback on any changes that break the expected code functionality. You can also ask Karma to do a single run of the tests and then exit.  This is useful if you want to
check that a particular version of the code is operating as expected.  The project contains a
predefined script to do this: npm run test-single-run
",3
https://github.com/manuelbrand/WeatherPage,### End to end testing,"  The angular-seed app comes with end-to-end tests, again written in Jasmine. These tests
are run with the Protractor End-to-End test runner.  It uses native events and has
special features for Angular applications. 
the configuration is found at e2e-tests/protractor-conf.js
the end-to-end tests are found in e2e-tests/scenarios.js
 Protractor simulates interaction with our web app and verifies that the application responds
correctly. Therefore, our web server needs to be serving up the application, so that Protractor
can interact with it. npm start
 In addition, since Protractor is built upon WebDriver we need to install this.  The angular-seed
project comes with a predefined script to do this: npm run update-webdriver
 This will download and install the latest version of the stand-alone WebDriver tool. Once you have ensured that the development web server hosting our application is up and running
and WebDriver is updated, you can run the end-to-end tests using the supplied npm script: npm run protractor
 This script will execute the end-to-end tests against the application being hosted on the
development server. Note:
Under the hood, Protractor uses the Selenium Standalone Server, which in turn requires
the Java Development Kit (JDK) to be installed on your local machine. Check this by running
java -version from the command line. If JDK is not already installed, you can download it here.",3
https://github.com/manuelbrand/WeatherPage,## Updating Angular,"  Previously we recommended that you merge in changes to angular-seed into your own fork of the project.
Now that the angular framework library code and tools are acquired through package managers (npm and
bower) you can use these tools instead to update the dependencies. You can update the tool dependencies by running: npm update
 This will find the latest versions that match the version ranges specified in the package.json file. You can update the Angular dependencies by running: bower update
 This will find the latest versions that match the version ranges specified in the bower.json file.",3
https://github.com/manuelbrand/WeatherPage,## Loading Angular Asynchronously,"  The angular-seed project supports loading the framework and application scripts asynchronously.  The
special index-async.html is designed to support this style of loading.  For it to work you must
inject a piece of Angular JavaScript into the HTML page.  The project has a predefined script to help
do this. npm run update-index-async
 This will copy the contents of the angular-loader.js library file into the index-async.html page.
You can run this every time you update the version of Angular that you are using.",3
https://github.com/manuelbrand/WeatherPage,## Serving the Application Files,"  While angular is client-side-only technology and it's possible to create angular webapps that
don't require a backend server at all, we recommend serving the project files using a local
webserver during development to avoid issues with security restrictions (sandbox) in browsers. The
sandbox implementation varies between browsers, but quite often prevents things like cookies, xhr,
etc to function properly when an html page is opened via file:// scheme instead of http://.",3
https://github.com/manuelbrand/WeatherPage,### Running the App during Development,"  The angular-seed project comes preconfigured with a local development webserver.  It is a node.js
tool called http-server.  You can start this webserver with npm start but you may choose to
install the tool globally: sudo npm install -g http-server
 Then you can start your own development web server to serve static files from a folder by
running: http-server -a localhost -p 8000
 Alternatively, you can choose to configure your own webserver, such as apache or nginx. Just
configure your server to serve the files under the app/ directory.",3
https://github.com/manuelbrand/WeatherPage,### Running the App in Production,"  This really depends on how complex your app is and the overall infrastructure of your system, but
the general rule is that all you need in production are all the files under the app/ directory.
Everything else should be omitted. Angular apps are really just a bunch of static html, css and js files that just need to be hosted
somewhere they can be accessed by browsers. If your Angular app is talking to the backend server via xhr or other means, you need to figure
out what is the best way to host the static files to comply with the same origin policy if
applicable. Usually this is done by hosting the files by the backend server or through
reverse-proxying the backend server(s) and webserver(s).",3
https://github.com/manuelbrand/WeatherPage,## Continuous Integration, ,3
https://github.com/manuelbrand/WeatherPage,### Travis CI,"  Travis CI is a continuous integration service, which can monitor GitHub for new commits
to your repository and execute scripts such as building the app or running tests. The angular-seed
project contains a Travis configuration file, .travis.yml, which will cause Travis to run your
tests when you push to GitHub. You will need to enable the integration between Travis and GitHub. See the Travis website for more
instruction on how to do this.",3
https://github.com/manuelbrand/WeatherPage,### CloudBees,"  CloudBees have provided a CI/deployment setup: 
 If you run this, you will get a cloned version of this repo to start working on in a private git repo,
along with a CI service (in Jenkins) hosted that will run unit and end to end tests in both Firefox and Chrome.",3
https://github.com/manuelbrand/WeatherPage,## Contact,  For more information on AngularJS please check out http://angularjs.org/,5
https://github.com/zhly0/LightGBM,"# LightGBM, Light Gradient Boosting Machine","  LightGBM is a gradient boosting framework that uses tree based learning algorithms. It is designed to be distributed and efficient with the following advantages: 
Faster training speed and higher efficiency
Lower memory usage
Better accuracy
Parallel learning supported
Capable of handling large-scale data
 For more details, please refer to Features. Experiments on public datasets show that LightGBM can outperform other existing boosting framework on both efficiency and accuracy, with significant lower memory consumption. What's more, the experiments show that LightGBM can achieve a linear speed-up by using multiple machines for training in specific settings.",126
https://github.com/zhly0/LightGBM,## News,"  12/05/2016 : Categorical Features as input directly(without one-hot coding). Experiment on Expo data shows about 8x speed-up with same accuracy compared with one-hot coding (refer to categorical log and one-hot log).
For the setting details, please refer to IO Parameters. 12/02/2016 : Release python-package beta version, welcome to have a try and provide issues and feedback.",4
https://github.com/zhly0/LightGBM,## Get Started And Documents,"  To get started, please follow the Installation Guide and Quick Start. 
Wiki
Installation Guide
Quick Start
Examples
Features
Parallel Learning Guide
Configuration
Document Indexer
",36
https://github.com/zhly0/LightGBM,## How to Contribute,"  LightGBM has been developed and used by many active community members. Your help is very valuable to make it better for everyone. 
Check out call for contributions to see what can be improved, or open an issue if you want something.
Contribute to the tests to make it more reliable.
Contribute to the documents to make it clearly for everyone.
Contribute to the examples to share your experience with other users.
Check out Development Guide.
Open issue if you met problems during development.
",7
https://github.com/zhly0/LightGBM,## Microsoft Open Source Code of Conduct,  This project has adopted the Microsoft Open Source Code of Conduct. For more information see the Code of Conduct FAQ or contact opencode@microsoft.com with any additional questions or comments.,5
https://github.com/RubenPHP/cookieconsent,## What is Cookie Consent?," Cookie Consent is a lightweight JavaScript plugin for alerting users about the use of cookies on your website. It is designed to help you comply with the hideous EU Cookie Law and not make you want to kill yourself in the process. So we made it fast, free, and relatively painless.",12
https://github.com/RubenPHP/cookieconsent,## Version 3.0,"  Version 3.0 is a complete rewrite from version 2. The most substantial new features are: 
the ability to GeoLocate and only show the addon to people in the relevant countries
callback hooks for showing/accepting/revoking the banner
support for different types of compliance, giving you the flexibility to obey even the strictest cookie laws
easy no-fuss themes and customisable styles
",4
https://github.com/RubenPHP/cookieconsent,## Installation,  The easiest way to get up and running is to use our wizard. You can also install this project through npm: npm install cookieconsent Or through Bower: bower install cookieconsent,3
https://github.com/RubenPHP/cookieconsent,## Documentation,  See our full documentation.,6
https://github.com/RubenPHP/cookieconsent,## Contributing,  Feel free to improve the plugin and send us a pull request. The easiest way to develop is to host the files with a local webserver. e.g. python -m SimpleHTTPServer We use Gulp to compile the SCSS and minify the JavaScript. You can run a build with: gulp build,7
https://github.com/RubenPHP/cookieconsent,## License,  Code released under the MIT licence.,5
https://github.com/RubenPHP/cookieconsent,## Credits,"  Cookie Consent v3 
Alex Morley-Finch - JavaScript
Piiu Pilt - JavaScript
Oliver Emberton (@oliveremberton) - a couple of lines of CSS, maybe
 Cookie Consent v2 
David Ball (@drball) - CSS / themes
Adam Hutchinson (@adjohu) - JavaScript
",5
https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## JavaScript Intro to Functions Lab,,1
https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## Objectives,"  
Practice writing functions
Explain basics of working with strings
Explain the difference between return and logging
Practice using return and console.log()
",12
https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## Introduction,"  Welcome to the JavaScript functions lab! You'll notice a few new things in this lesson that we haven't encountered before. Don't worry, we'll walk you through them. Even if you've walked through some of this material before, it's a good idea to review as we code-along �?we're writing functions now, after all.",1
https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,### Code-along,"  For now, open up index.js in your text editor. You should see, well, nothing. We'll fix that soon. Now open up test/index-test.js. Hey, there's something! What's all of this stuff doing? At the very top of the file, you'll see global.expect = require('expect');

const babel = require('babel-core');
const jsdom = require('jsdom');
const path = require('path'); This might be a bit bewildering, but all we're doing is referencing different libraries that help us run your tests. A library is code that someone else (usually multiple someone elses) wrote for our use. Note that require won't work out of the box in the browser. We're actually running our tests in a different environment. (Remember the sandbox analogy from earlier? It's just like that.) If you go to test/index-test.js, you'll see describe('shout(string)', () => {
  // there's stuff in here, too
}) describe is a function provided by our test runner (in this case, we're using Mocha) �?it's basically a container for our tests. Let's take a closer look at that describe(): describe('shout(string)', () => {
  it('receives one argument and returns it in all caps', () => {
    // we'll get to this in a sec
  })
}) These internal describe() calls are used for describing the functions that you're going to write. In this case, the test is saying, ""Okay, I think there's going to be a function called shout, and it should take one argument (it doesn't actually matter what the argument is called, but string, is nice and specific, don't you think?). It should return that argument in all caps. Finally, we have expect(shout('hello')).toEqual('HELLO') which says that it expects a call to shout() with the string 'hello' will equal the string 'HELLO'. This is the actual test �?otherwise called a spec, expectation, or assertion �?for this function. We can have more than one test per function, but let's start with this one.",3
https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,### Running the Tests,"  To run the tests, run learn test in the terminal in your Learn IDE. The first output you'll see will look like  Hm, that's kind of disappointing. Let's see if we can get that first test to pass. Open up index.js. When we write our code, we follow the guidance of the tests. Remember the line, describe('shout(string)', () => { ... }). Well, we know that we need a function called shout that accepts an argument �?let's add that first. In index.js: function shout(string) {
} And what should that function do? Well, the it() description tells us that it ""receives one argument and returns it in all caps"". Okay, so with that information, we know that our function should look like function shout(string) {
  return string
} But how do we make string all caps? JavaScript has a method for that! It's called toUpperCase(). We can call it on any string: 'Hello!'.toUpperCase() // 'HELLO!' So let's try it with our shout() function: function shout(string) {
  return string.toUpperCase()
} And run our tests again: learn test  Hey! We got one to pass!",3
https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## Your turn,"  Now it's your turn to get the rest of the tests to pass. Note that some of them require you to use console.log() instead of return �?follow the guidance of the tests! In this lab, we're writing functions that ""speak"" at different volumes �?they whisper or they shout. We're going to use what we learn practicing speaking in this way to write another function, sayHiToGrandma(), which takes our new-found speaking ability to greet our grandmother. She's not exactly deaf, but whispering can be a bit difficult. But she'll always hear you if you say, ""I love you, Grandma."" Note that just like .toUpperCase() changes any string to all uppercase in JavaScript, .toLowerCase() (e.g., 'HELLO'.toLowerCase()) changes any string to all lowercase. Additionally, how do we check if a string is all lowercase or all uppercase? var uppercase = ""HELLO!""

uppercase.toUpperCase() === uppercase // true

var lowercase = 'hello!'

lowercase.toLowerCase() === lowercase // true

var mixedCase = 'Hi there!'

mixedCase.toLowerCase() === mixedCase // false

mixedCase.toUpperCase() === mixedCase // false We can simply check whether the string is the same when we convert it to uppercase or lowercase! If it's the same, then it was already in that case; if not, then it's either in the other case or it's mixed case. Good luck! When you're finished, be sure to run learn submit! View Intro to Functions Lab on Learn.co and start learning to code for free.",3
https://github.com/lindes/vrptools,# vrptools - tools for Vision Research's Phantom cameras and their data,,1
https://github.com/lindes/vrptools,## What is this?,"  Vision Research is a company that
makes some pretty amazing high-speed video cameras, which generally
have the word Phantom in their name.  Their products run the gamut
from doing 4K video at
140 frames per second (fps) with the
Phantom 65,
all the way to an unbelievable 1,400,000 (yes, 1.4 million) fps
(though at a mere 128x8 pixels, no M, no K) on the
Phantom v710
-- with, of course, a whole breadth of in-between speeds and
resolutions, including some pretty impressive frame-rates at
1080p on some models (e.g. 2,560
fps on the
v641,
to name but one). This project, then, is an attempt to have a set of open-source
utilities for getting data out of the proprietary (though publicly
documented) ""CINE"" files.  There are, of course, a number of software
packages out there already that will read these files, including the
ones from Vision Research, other tools from
Glue Tools, and
others, but I was unable to find an open-source/free-software one,
so... here is this (though note the See Also; I've since discovered
other projects doing similar things). The cameras are fairly expensive, so I imagine their availability is
limited.  Still, there seem to be more and more people shooting with
them (as evidenced by a
video search;
I got 4110 results as of 2011-02-23, and over 7 million as of
2013-10-08).  Add to this the fact that I happen to occassionaly have
had access to one, and I have some files here that I want to read, so,
here we are.",12
https://github.com/lindes/vrptools,## Status,"  These tools are currently in their infancy. Please keep your expectations low for this software, for now. That said, cineinfo is starting to provide some vaguely-useful
information about a CINE file, and cine-extract will now generate a
series of PPM files (in cine-extract.d by default; changeable with
-d option) from one, one per frame. There's also a ""magic"" file (a la /etc/magic).  I haven't yet taken
the time to figure out how one would go about installing it on one's
system, but you can run file -M magic foo.cine and it will give some
info.  Probably still needs more content there, and probably also
needs to have some of it removed (or migrated to 'magic.verbose' or
something), as the output is really verbose at the moment.",4
https://github.com/lindes/vrptools,## Technical Docs:,"  This tooling is based on documentation which, at the time of this
writing, was available for public download at either of: 
www.visionresearch.com/devzonedownloads/cine640.pdf
(original version used, dated 2007)
www.visionresearch.com/devzonedownloads/cine705.pdf
(updated version -- dated 2011, found 2013)
",6
https://github.com/lindes/vrptools,## Contributing:,"  If you'd like to contribute, please feel free to fork this project
from it's primary repository:
github/lindes/vrptools Then, create a topic
branch,
do your work, push it to your github fork, and send me a pull request.
I'll try to be prompt at taking a look. You're also welcome to submit ""Issues"" via GitHub.  I'd be happy to
give a shot at fixing bugs and adding features that are requested that
way. Or drop me a private message (via GitHub, or wherever) with any
questions, requests, etc.",7
